"Study","Effect","yi","vi","PCMeasure","Substance","Timeframe","SUMeasure","Age","Gender","Europe","AAO","AfricaME","LatinAmerica","Longitudinal","pubyear","Number","PC_outcome","Including_peer_use","Including_other_peer_connectedness","AddHealth"
"Copeland_2018",3,-0.431,0.0171396846621616,"Sociometric Isolation","Alcohol Use","Recent Use","Any Use",12.9110591826029,NA,0,0,0,0,"0",22,6,0,"no","yes",0
"Copeland_2018",4,0.198,0.0259809277434677,"Sociometric Isolation","Marijuana Use","Recent Use","Any Use",15.4948372119106,NA,0,0,0,0,"0",22,6,0,"no","yes",0
"Copeland_2018",5,-0.686,0.0402096293662008,"Sociometric Isolation","Marijuana Use","Recent Use","Any Use",18.6778395252768,NA,0,0,0,0,"0",22,6,0,"no","yes",0
"Copeland_2018",6,-0.405,0.0135133604136654,"Sociometric Isolation","Marijuana Use","Recent Use","Any Use",17.8351734017488,NA,0,0,0,0,"0",22,6,0,"no","yes",0
"Copeland_2018",7,0.267,0.00822413089743642,"Sociometric Isolation","Nicotine Use","Recent Use","Any Use",13.3007606621832,NA,0,0,0,0,"0",22,6,0,"no","yes",0
"Copeland_2018",8,-0.19,0.00299175094614751,"Sociometric Isolation","Nicotine Use","Recent Use","Any Use",16.9776527227368,NA,0,0,0,0,"0",22,6,0,"no","yes",0
"Copeland_2018",9,-0.516,0.0586575274002607,"Sociometric Isolation","Nicotine Use","Recent Use","Any Use",18.0436449709814,NA,0,0,0,0,"0",22,6,0,"no","yes",0
"Coronges_2011",1,0.0198026272961797,0.00470972702806613,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",15.607330505969,57,0,0,0,0,"1",15,14,0,"yes","no",0
"Coronges_2011",2,0.165514438477573,0.00581729388106866,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",13.8615023924503,57,0,0,0,0,"1",15,14,0,"yes","no",0
"Desousa_2008",1,0.182321556793955,0.000223427483733157,"Time Spent with Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",14,NA,1,0,0,0,"0",12,14,0,"no","yes",0
"Desousa_2008",2,0.357674444271816,0.000318500372232334,"Time Spent with Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",14,NA,1,0,0,0,"0",12,14,0,"no","yes",0
"Desousa_2008",3,0.173953307123438,NA,"Support from Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",14,NA,1,0,0,0,"0",12,14,0,"no","yes",0
"Deutsch_2017",31,0.0861776962410524,0.0095457013541366,"aaSociometric Friendship","Alcohol Use","Lifetime Use","Any Use",15.71,50,0,0,0,0,"1",21,7,0,"yes","yes",1
"Deutsch_2017",32,0.0582689081239758,0.00951996413321956,"aaSociometric Friendship","Nicotine Use","Lifetime Use","Any Use",15.71,50,0,0,0,0,"1",21,7,0,"yes","yes",1
"Deutsch_2017",33,0.0198026272961797,0.00203720295512761,"aaSociometric Friendship","Marijuana Use","Lifetime Use","Any Use",15.71,50,0,0,0,0,"1",21,7,0,"yes","yes",1
"Deutsch_2017",34,0.00995033085316809,0.00990090840875089,"Time Spent with Friends","Alcohol Use","Lifetime Use","Any Use",15.71,50,0,0,0,0,"1",21,7,0,"yes","yes",1
"Deutsch_2017",35,0.506817602368452,0.095193070180863,"Time Spent with Friends","Nicotine Use","Lifetime Use","Any Use",15.71,50,0,0,0,0,"1",21,7,0,"yes","yes",1
"Deutsch_2017",36,0.0953101798043249,0.0684090718004221,"Time Spent with Friends","Marijuana Use","Lifetime Use","Any Use",15.71,50,0,0,0,0,"1",21,7,0,"yes","yes",1
"DeutschSteinley_2017",9,-0.0304592074847086,0.00083009270080448,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",14.3142170496285,NA,0,0,0,0,"1",21,9,0,"yes","yes",1
"DeutschSteinley_2017",10,-0.0304592074847086,0.000342728645520618,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",13.1519558122382,NA,0,0,0,0,"1",21,9,0,"yes","yes",1
"DeutschSteinley_2017",11,0.00995033085316809,0.000781176867657794,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",16.3363572675735,NA,0,0,0,0,"1",21,9,0,"yes","yes",1
"DeutschSteinley_2017",12,0.0861776962410524,0.0052865866258657,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",16.949725442566,NA,0,0,0,0,"1",21,9,0,"yes","yes",1
"DeutschSteinley_2017",13,0.0861776962410524,0.000936474208286764,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",16.2621115865186,NA,0,0,0,0,"1",21,9,0,"yes","yes",1
"DeutschSteinley_2017",14,0.139761942375159,0.00307292823410124,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",16.3753601582721,NA,0,0,0,0,"1",21,9,0,"yes","yes",1
"DeutschSteinley_2017",16,-0.0725706928348354,0.00769073244853218,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",16.2205550055951,NA,0,0,0,0,"1",21,9,1,"yes","yes",1
"DeutschSteinley_2017",17,0.104360015324243,0.0185628450240423,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",16.4479557313025,NA,0,0,0,0,"1",21,9,1,"yes","yes",1
"DeutschSteinley_2017",18,-0.0304592074847086,0.00655430022574972,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",16.6277232533321,NA,0,0,0,0,"1",21,9,1,"yes","yes",1
"Donath_2012",1,0.0667236320429081,NA,"Time Spent with Friends","Binge Drinking or Drunkenness","aNo Frequency Specified","Frequency of Use",15.3,51.3,1,0,0,0,"0",16,28,0,"no","no",0
"Donath_2012",2,0.144965770250186,NA,"Self-Rated Popularity","Binge Drinking or Drunkenness","aNo Frequency Specified","Frequency of Use",15.3,51.3,1,0,0,0,"0",16,28,0,"no","no",0
"Ennett_2006",1,-0.653926467406664,0.0870095740821103,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",2,-0.301105092783922,0.155401935702989,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",3,-0.59783700075562,4.21094272233382,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",4,-0.478035800943,0.312571788724826,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",5,0.512823626428664,4.00020915687357,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",6,-0.713349887877465,0.431306436565734,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",7,-0.457424847038875,0.0178836548524584,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",8,-0.262364264467491,0.0127793657410678,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",9,-0.246860077931526,0.0927338887334109,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",10,-0.307484699747961,9.45468405790936,"Sociometric Isolation","Nicotine Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",11,-1.3787660946991,NA,"Sociometric Isolation","Alcohol Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",12,-0.104360015324243,0.0363240667209302,"Sociometric Isolation","Marijuana Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",13,0.0769610411361284,0.592300185275685,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",14,0.104360015324243,0.0250877213005758,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",15,0.506817602368452,0.0310631637282991,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",16,0.00995033085316809,NA,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",17,0.00995033085316809,0.000527542850233198,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",18,0.048790164169432,0.000544815844218536,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",19,-0.0943106794712413,0.0210154733757057,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",20,0.00995033085316809,0.000680093838383724,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",21,0.0676586484738149,0.0188217617761345,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",22,-0.0202027073175195,0.000639823231593982,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",23,0.00995033085316809,0.00990090840875089,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",24,0,NA,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",11,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",25,-0.371063681390832,0.0148895281798064,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",26,-0.083381608939051,0.0130884094645179,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",27,-0.287682072451781,0.553943930428924,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",28,-0.63487827243597,0.816282564402184,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",29,-1.23787435600162,0.121682391372842,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",30,-1.42711635564015,9.60480823352687,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",31,-0.314810739840034,0.00906490429766062,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",32,-0.173953307123438,0.002212792355799,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",33,-0.231111720963387,0.0138278698707043,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",34,-0.300104592450338,0.82275452640848,"Sociometric Isolation","Nicotine Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",35,-0.343589704390077,0.0310370572795984,"Sociometric Isolation","Alcohol Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",36,0.0408219945202552,0.00160107441059577,"Sociometric Isolation","Marijuana Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",37,0.0295588022415444,0.000349464439693688,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",38,0.0953101798043249,0.00224805884371725,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",39,0.300104592450338,0.00612924574435225,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",40,0.00995033085316809,NA,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",41,0.0198026272961797,NA,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",42,0.0392207131532813,0.000139586842483383,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",43,-0.0202027073175195,0.000301291750132862,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",44,0.0392207131532813,0.00312640486428518,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",45,0.0582689081239758,0.00953533629620968,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",46,-0.0100503358535015,0.0017570118215566,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",47,0.00995033085316809,0.000654580331087117,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",48,0.00995033085316809,0.000867789973736048,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",13,50.5,0,0,0,0,"0",10,3,0,"no","no",0
"Ennett_2006",49,-0.083381608939051,0.00343682416850003,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",50,0.131028262406404,0.00802454210605343,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",51,0.00995033085316809,NA,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",52,-1.96611285637283,0.310723772263373,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",53,-1.07880966137193,0.132312605686596,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",54,-2.12026353620009,0.411848880653108,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",55,-0.173953307123438,0.00412206889357395,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",56,-0.0953101798043249,0.000771334739104629,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",57,-0.22314355131421,0.00640332359737322,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",58,-0.322083499169113,1.65685456086611,"Sociometric Isolation","Nicotine Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",59,0.673344553263766,0.397637089156607,"Sociometric Isolation","Alcohol Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",60,0.186329578191493,0.362354621053937,"Sociometric Isolation","Marijuana Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",61,-0.0202027073175195,0.000532363046725613,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",62,0.0861776962410524,0.00135853460328524,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",63,0.0861776962410524,0.286244815439449,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",64,0,NA,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",65,0.0198026272961797,NA,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",66,0.0198026272961797,NA,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",67,0.0392207131532813,0.153826434025197,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",68,0.0582689081239758,0.000274859098169498,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",69,0.0582689081239758,0.00784234982371857,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",70,0.00995033085316809,0.00990090840875089,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",71,0.0198026272961797,NA,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Ennett_2006",72,0.0295588022415444,NA,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",15,50.5,0,0,0,0,"1",10,3,0,"no","no",0
"Fagan_2015",1,0.3,0.01,"Support from Friends","Nicotine Use","Recent Use","Any Use",12,50,0,0,0,0,"1",19,14,0,"yes","no",0
"Fagan_2015",2,0.16,0.01,"Support from Friends","Alcohol Use","Recent Use","Any Use",12,50,0,0,0,0,"1",19,14,0,"yes","no",0
"Fagan_2015",3,0.38,0.0121,"Support from Friends","Marijuana Use","Recent Use","Any Use",12,50,0,0,0,0,"1",19,14,0,"yes","no",0
"Forza_2012",1,-0.405465108108164,0.0312664653997164,"Self-Rated Popularity","Nicotine Use","Lifetime Use","Any Use",10.7397017963231,53,1,0,0,0,"0",16,2,0,"no","no",0
