"Study","Effect","yi","vi","PCMeasure","Substance","Timeframe","SUMeasure","Age","Gender","Europe","AAO","AfricaME","LatinAmerica","Longitudinal","pubyear","Number","PC_outcome","Including_peer_use","Including_other_peer_connectedness","AddHealth"
"Allen_2012",4,-0.11,0.00637354838709677,"aaSociometric Friendship","Compound Measure of Drug Use","aNo Frequency Specified","Frequency of Use",13.35,46.7,0,0,0,0,"0",16,0,0,"no","no",0
"Allen_2012",5,0.22,0.00613935483870968,"aaSociometric Friendship","Compound Measure of Drug Use","aNo Frequency Specified","Frequency of Use",13.35,46.7,0,0,0,0,"1",16,0,0,"no","no",0
"Allen_2012",6,-0.13,0.00634258064516129,"aaSociometric Friendship","Compound Measure of Drug Use","aNo Frequency Specified","Frequency of Use",13.35,46.7,0,0,0,0,"1",16,0,0,"no","no",0
"Allen_2020",1,-0.02,0.00644903225806452,"Social Competency","Compound Measure of Drug Use","aNo Frequency Specified","Frequency of Use",15.2,46.7,0,0,0,0,"0",24,0,0,"no","no",0
"Allen_2020",2,0.02,0.00644903225806452,"Social Competency","Compound Measure of Drug Use","aNo Frequency Specified","Frequency of Use",15.2,46.7,0,0,0,0,"1",24,0,0,"no","no",0
"Allen_2020",3,0.12,0.00635870967741936,"Sociometric Likeability","Compound Measure of Drug Use","aNo Frequency Specified","Frequency of Use",15.2,46.7,0,0,0,0,"0",24,0,0,"no","no",0
"Allen_2020",4,0.15,0.00630645161290323,"Sociometric Likeability","Compound Measure of Drug Use","aNo Frequency Specified","Frequency of Use",15.2,46.7,0,0,0,0,"1",24,0,0,"no","no",0
"AllenB_2020b",1,0.35,0.00482142857142857,"Sociometric Likeability","Compound Measure of Drug Use","aNo Frequency Specified","Frequency of Use",15.2,46.7,0,0,0,0,"0",24,0,0,"no","no",0
"Bauman_2007",1,-0.02,0.000209471919530595,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",11.0505178598687,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",2,0.02,0.000209471919530595,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",12.8501684237272,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",3,0,0.000209555741827326,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",10.7823780719191,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",4,-0.02,0.000209471919530595,"aaSociometric Friendship","Other Drug Use","Recent Use","Any Use",10.6749375062063,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",5,-0.01,0.000209534786253143,"aaSociometric Friendship","Other Drug Use","Recent Use","Any Use",10.9112346498296,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",6,-0.03,0.000209367141659682,"Time Spent with Friends","Nicotine Use","Recent Use","Any Use",12.9413421759382,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",7,0.04,0.000209220452640402,"Time Spent with Friends","Alcohol Use","Recent Use","Any Use",11.7718972684816,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",8,0.01,0.000209534786253143,"Time Spent with Friends","Marijuana Use","Recent Use","Any Use",13.4935596678406,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",9,-0.03,0.000209367141659682,"Time Spent with Friends","Other Drug Use","Recent Use","Any Use",13.3408359177411,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",10,-0.01,0.000209534786253143,"Time Spent with Friends","Other Drug Use","Recent Use","Any Use",11.2911571888253,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",11,-0.02,0.000209471919530595,"Support from Friends","Nicotine Use","Recent Use","Any Use",10.206035502255,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",12,0.03,0.000209367141659682,"Support from Friends","Alcohol Use","Recent Use","Any Use",11.3682902269065,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",13,0,0.000209555741827326,"Support from Friends","Marijuana Use","Recent Use","Any Use",11.7772126030177,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",14,-0.02,0.000209471919530595,"Support from Friends","Other Drug Use","Recent Use","Any Use",10.0937926946208,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",15,-0.01,0.000209534786253143,"Support from Friends","Other Drug Use","Recent Use","Any Use",11.9114699969068,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",16,-0.04,0.000209220452640402,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",12.358485727571,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",17,0.01,0.000209534786253143,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",11.6134350812063,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",18,0.01,0.000209534786253143,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",13.6469730120152,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",19,-0.02,0.000209471919530595,"aaSociometric Friendship","Other Drug Use","Recent Use","Any Use",13.4188300361857,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",20,-0.01,0.000209534786253143,"aaSociometric Friendship","Other Drug Use","Recent Use","Any Use",12.9453791957349,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",21,0.01,0.000209534786253143,"Time Spent with Friends","Nicotine Use","Recent Use","Any Use",10.6504965722561,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",22,0.03,0.000209367141659682,"Time Spent with Friends","Alcohol Use","Recent Use","Any Use",13.8470256412402,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",23,-0.01,0.000209534786253143,"Time Spent with Friends","Marijuana Use","Recent Use","Any Use",13.3477271478623,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",24,0,0.000209555741827326,"Time Spent with Friends","Other Drug Use","Recent Use","Any Use",12.3994897576049,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",25,-0.02,0.000209471919530595,"Time Spent with Friends","Other Drug Use","Recent Use","Any Use",12.7082260232419,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",26,-0.04,0.000209220452640402,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",13.3307313974947,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",27,0.01,0.000209534786253143,"Support from Friends","Alcohol Use","Recent Use","Any Use",11.7770109539852,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",28,0.01,0.000209534786253143,"Support from Friends","Marijuana Use","Recent Use","Any Use",12.8480793815106,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",29,-0.01,0.000209534786253143,"Support from Friends","Other Drug Use","Recent Use","Any Use",10.4694050122052,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",30,-0.02,0.000209471919530595,"Support from Friends","Other Drug Use","Recent Use","Any Use",13.6149804014713,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",31,-0.04,0.000209220452640402,"aaSociometric Friendship","Nicotine Use","Recent Use","Any Use",12.6243521049619,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",32,-0.03,0.000209367141659682,"aaSociometric Friendship","Alcohol Use","Recent Use","Any Use",11.6929907565936,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",33,-0.03,0.000209367141659682,"aaSociometric Friendship","Marijuana Use","Recent Use","Any Use",11.6056455960497,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",34,-0.02,0.000209471919530595,"aaSociometric Friendship","Other Drug Use","Recent Use","Any Use",13.8276740433648,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",35,-0.03,0.000209367141659682,"aaSociometric Friendship","Other Drug Use","Recent Use","Any Use",12.2263854863122,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",36,-0.03,0.000209367141659682,"Time Spent with Friends","Nicotine Use","Recent Use","Any Use",10.1373745463789,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",37,-0.02,0.000209471919530595,"Time Spent with Friends","Alcohol Use","Recent Use","Any Use",12.2006679335609,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",38,-0.03,0.000209367141659682,"Time Spent with Friends","Marijuana Use","Recent Use","Any Use",13.7594377724454,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",39,-0.02,0.000209471919530595,"Time Spent with Friends","Other Drug Use","Recent Use","Any Use",10.5269337669015,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",40,-0.02,0.000209471919530595,"Time Spent with Friends","Other Drug Use","Recent Use","Any Use",11.0991227207705,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",41,-0.04,0.000209220452640402,"Support from Friends","Nicotine Use","Recent Use","Any Use",11.9297579238191,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",42,-0.03,0.000209367141659682,"Support from Friends","Alcohol Use","Recent Use","Any Use",13.3378849243745,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",43,-0.03,0.000209367141659682,"Support from Friends","Marijuana Use","Recent Use","Any Use",10.5344686033204,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",44,-0.02,0.000209471919530595,"Support from Friends","Other Drug Use","Recent Use","Any Use",10.5607827920467,45,0,0,0,0,"0",11,0,0,"no","no",0
"Bauman_2007",45,-0.03,0.000209367141659682,"Support from Friends","Other Drug Use","Recent Use","Any Use",13.5910979155451,45,0,0,0,0,"0",11,0,0,"no","no",0
"Becker_2007",3,0.02,0.00699020979020979,"Sociometric Likeability","Compound Measure of Drug Use","Recent Use","Frequency of Use",12.508703687666,0,0,0,0,0,"0",11,0,1,"no","no",0
"Becker_2007",4,-0.03,0.00598263473053892,"Sociometric Likeability","Compound Measure of Drug Use","Recent Use","Frequency of Use",12.5214846725995,100,0,0,0,0,"0",11,0,1,"no","no",0
"Becker_2007",5,0.3,0.0056875,"Sociometric Likeability","Compound Measure of Drug Use","Recent Use","Frequency of Use",12.4853882802138,0,0,0,0,0,"0",11,0,1,"no","no",0
"Becker_2007",6,0.08,0.00628860759493671,"Sociometric Likeability","Compound Measure of Drug Use","Recent Use","Frequency of Use",12.5247853920516,100,0,0,0,0,"0",11,0,1,"no","no",0
"Becker_2007",7,0.34,0.00618461538461538,"Sociometric Likeability","Compound Measure of Drug Use","Recent Use","Frequency of Use",12.5306742393598,0,0,0,0,0,"0",11,0,1,"no","no",0
"Becker_2007",8,0.14,0.00587065868263473,"Sociometric Likeability","Compound Measure of Drug Use","Recent Use","Frequency of Use",12.5267510910006,100,0,0,0,0,"0",11,0,1,"no","no",0
"Becker_2007",9,0.47,0.004869375,"Sociometric Likeability","Compound Measure of Drug Use","Recent Use","Frequency of Use",12.5721617745422,0,0,0,0,0,"0",11,0,1,"no","no",0
"Becker_2007",10,0.14,0.00620506329113924,"Sociometric Likeability","Compound Measure of Drug Use","Recent Use","Frequency of Use",12.5413110900158,100,0,0,0,0,"0",11,0,1,"no","no",0
"Chan_2019",1,0.04,0.000877328646748682,"Support from Friends","Alcohol Use","Recent Use","Frequency of Use",15.81,42,0,0,0,0,"0",23,0,0,"no","no",0
"Chan_2019",2,0.02,0.000878383128295255,"Support from Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",15.81,42,0,0,0,0,"0",23,0,0,"no","no",0
"Chan_2019",3,0.04,0.000877328646748682,"Support from Friends","Alcohol Use","Recent Use","Frequency of Use",15.81,42,0,0,0,0,"1",23,0,0,"no","no",0
"Chan_2019",4,0,0.000878734622144113,"Support from Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",15.81,42,0,0,0,0,"1",23,0,0,"no","no",0
"ChoukasBradley_2015",5,0.001,0.00276242817679558,"Sociometric Likeability","Alcohol Use","Recent Use","Problem",15.08,46.4,0,0,0,0,"0",19,0,0,"no","no",0
"ChoukasBradley_2015",6,0.06,0.0027524861878453,"Sociometric Popularity","Alcohol Use","Recent Use","Problem",15.08,46.4,0,0,0,0,"0",19,0,0,"no","no",0
"ChoukasBradley_2015",7,0.07,0.00274889502762431,"Sociometric Likeability","Alcohol Use","Recent Use","Problem",15.08,46.4,0,0,0,0,"0",19,0,0,"no","no",0
"ChoukasBradley_2015",8,0.19,0.00266270718232044,"Sociometric Popularity","Alcohol Use","Recent Use","Problem",15.08,46.4,0,0,0,0,"0",19,0,0,"no","no",0
"ChoukasBradley_2015",9,0.09,0.00274005524861878,"Sociometric Likeability","Alcohol Use","Recent Use","Problem",15.08,46.4,0,0,0,0,"0",19,0,0,"no","no",0
"ChoukasBradley_2015",10,0.23,0.00261629834254144,"Sociometric Popularity","Alcohol Use","Recent Use","Problem",15.08,46.4,0,0,0,0,"0",19,0,0,"no","no",0
"ChoukasBradley_2015",11,0.12,0.00272265193370166,"Sociometric Likeability","Alcohol Use","Recent Use","Problem",15.08,46.4,0,0,0,0,"0",19,0,0,"no","no",0
"ChoukasBradley_2015",12,0.35,0.00242403314917127,"Sociometric Popularity","Alcohol Use","Recent Use","Problem",15.08,46.4,0,0,0,0,"0",19,0,0,"no","no",0
"ChoukasBradley_2015",13,0.06,0.0027524861878453,"Sociometric Likeability","Alcohol Use","Recent Use","Problem",15.08,46.4,0,0,0,0,"0",19,0,0,"no","no",0
"ChoukasBradley_2015",14,0.38,0.00236353591160221,"Sociometric Popularity","Alcohol Use","Recent Use","Problem",15.08,46.4,0,0,0,0,"0",19,0,0,"no","no",0
"ChoukasBradley_2015",15,0.11,0.00272900552486188,"Sociometric Likeability","Alcohol Use","Recent Use","Problem",15.08,46.4,0,0,0,0,"0",19,0,0,"no","no",0
"ChoukasBradley_2015",16,0.39,0.00234226519337017,"Sociometric Popularity","Alcohol Use","Recent Use","Problem",15.08,46.4,0,0,0,0,"0",19,0,0,"no","no",0
"Curlee_2019",7,0.35,0.00423913043478261,"Sociometric Popularity","Alcohol Use","Recent Use","Frequency of Use",11.565,52.4,0,0,0,0,"1",23,0,0,"no","no",0
"Curlee_2019",8,0.25,0.00452898550724638,"Sociometric Popularity","Nicotine Use","Recent Use","Frequency of Use",11.565,52.4,0,0,0,0,"1",23,0,0,"no","no",0
"Curlee_2019",9,0.24,0.00455265700483092,"Sociometric Popularity","Marijuana Use","Recent Use","Frequency of Use",11.565,52.4,0,0,0,0,"1",23,0,0,"no","no",0
"de_Water_2016",1,0.33,0.00524176470588235,"Sociometric Popularity","Alcohol Use","Recent Use","Frequency of Use",15.22,52,1,0,0,0,"0",20,0,0,"no","no",0
"de_Water_2016",2,0.36,0.00512,"Sociometric Popularity","Nicotine Use","Recent Use","Frequency of Use",15.22,52,1,0,0,0,"0",20,0,0,"no","no",0
"de_Water_2016",3,0.27,0.00545352941176471,"Sociometric Popularity","Marijuana Use","Recent Use","Frequency of Use",15.22,52,1,0,0,0,"0",20,0,0,"no","no",0
"Deutsch_2014",4,0.06,0.000849445865302643,"aaSociometric Friendship","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",15.79,100,0,0,0,0,"0",18,0,0,"no","no",1
"Deutsch_2014",5,0.16,0.000830690537084399,"Time Spent with Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",15.79,100,0,0,0,0,"0",18,0,0,"no","no",1
"Deutsch_2014",6,0.11,0.000842199488491049,"Time Spent with Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",15.79,100,0,0,0,0,"0",18,0,0,"no","no",1
"Deutsch_2014",7,0.08,0.000847058823529412,"aaSociometric Friendship","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",15.79,100,0,0,0,0,"1",18,0,0,"no","no",1
"Deutsch_2014",8,0.14,0.000835805626598466,"Time Spent with Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",15.79,100,0,0,0,0,"1",18,0,0,"no","no",1
"Deutsch_2014",9,0.08,0.000847058823529412,"Time Spent with Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",15.79,100,0,0,0,0,"1",18,0,0,"no","no",1
"Deutsch_2014",10,0.04,0.000851150895140665,"aaSociometric Friendship","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",15.79,0,0,0,0,0,"0",18,0,0,"no","no",1
"Deutsch_2014",11,0.15,0.000833333333333333,"Time Spent with Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",15.79,0,0,0,0,0,"0",18,0,0,"no","no",1
"Deutsch_2014",12,0.13,0.000838107416879795,"Time Spent with Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",15.79,0,0,0,0,0,"0",18,0,0,"no","no",1
"Deutsch_2014",13,0.11,0.000842199488491049,"aaSociometric Friendship","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",15.79,0,0,0,0,0,"1",18,0,0,"no","no",1
"Deutsch_2014",14,0.14,0.000835805626598466,"Time Spent with Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",15.79,0,0,0,0,0,"1",18,0,0,"no","no",1
"Deutsch_2014",15,0.12,0.000840238704177323,"Time Spent with Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",15.79,0,0,0,0,0,"1",18,0,0,"no","no",1
"DeutschSteinley_2017",1,0.08,0.000452253072371416,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",15.3422761503607,NA,0,0,0,0,"0",21,0,0,"no","no",1
"DeutschSteinley_2017",2,0.09,0.000451479289940828,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",14.2169159660116,NA,0,0,0,0,"1",21,0,0,"no","no",1
"DeutschSteinley_2017",3,-0.01,0.000455120619025944,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",13.1565589318052,NA,0,0,0,0,"1",21,0,1,"no","no",1
"DeutschSteinley_2017",4,0.03,0.000454756486117433,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",15.2107276506722,NA,0,0,0,0,"0",21,0,0,"no","no",1
"DeutschSteinley_2017",5,-0.06,0.000453527537551206,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",16.219410396181,NA,0,0,0,0,"0",21,0,0,"no","no",1
"DeutschSteinley_2017",6,0.2,0.000436959490213928,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",16.8272144375369,NA,0,0,0,0,"1",21,0,0,"no","no",1
"DeutschSteinley_2017",7,-0.21,0.000435093309057806,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",14.6443224493414,NA,0,0,0,0,"1",21,0,1,"no","no",1
"DeutschSteinley_2017",8,-0.01,0.000455120619025944,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",15.6266609570011,NA,0,0,0,0,"0",21,0,0,"no","no",1
"Dijkstra_2010",3,0.05,0.000596234309623431,"Sociometric Likeability","Compound Measure of Drug Use","aNo Frequency Specified","aaNo Measure Specified",13.6,100,1,0,0,0,"0",14,0,1,"no","no",0
"Dijkstra_2010",4,0.13,0.00058762701733413,"Sociometric Likeability","Compound Measure of Drug Use","aNo Frequency Specified","aaNo Measure Specified",13.6,100,1,0,0,0,"0",14,0,1,"no","no",0
"Dijkstra_2010",5,0.03,0.000611070336391437,"Sociometric Likeability","Compound Measure of Drug Use","aNo Frequency Specified","aaNo Measure Specified",13.6,0,1,0,0,0,"0",14,0,1,"no","no",0
"Dijkstra_2010",6,0.15,0.000597859327217125,"Sociometric Likeability","Compound Measure of Drug Use","aNo Frequency Specified","aaNo Measure Specified",13.6,0,1,0,0,0,"0",14,0,1,"no","no",0
"Duell_2020",1,0.238,0.00132493820224719,"Sociometric Popularity","Alcohol Use","Recent Use","Frequency of Use",16.1,44,0,0,0,0,"0",24,0,0,"no","no",0
"Duell_2020",2,0.321,0.00125977387640449,"Sociometric Popularity","Alcohol Use","Recent Use","Frequency of Use",16.1,44,0,0,0,0,"1",24,0,0,"no","no",0
"Dumas_2019",3,0.19,0.000979573170731707,"Self-Rated Popularity","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",14.98,50,0,0,0,0,"0",23,0,0,"no","no",0
"Dumas_2019",4,0.16,0.000990243902439024,"Self-Rated Popularity","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",14.98,50,0,0,0,0,"1",23,0,1,"no","no",0
"Dumas_2019",5,0.03,0.00101534552845528,"Support from Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",14.98,50,0,0,0,0,"0",23,0,0,"no","no",0
"Dumas_2019",6,0.25,0.000952743902439024,"Self-Rated Popularity","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",14.98,50,0,0,0,0,"1",23,0,0,"no","no",0
"Dumas_2019",7,0.23,0.0009625,"Self-Rated Popularity","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",14.98,50,0,0,0,0,"0",23,0,1,"no","no",0
"Dumas_2019",8,0.06,0.00101260162601626,"Support from Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",14.98,50,0,0,0,0,"1",23,0,0,"no","no",0
"Engels_2006",3,0.13,0.000292676391783269,"Sociometric Likeability","Nicotine Use","Recent Use","Quantity of Use",14.4,57.5,1,0,0,0,"0",10,0,0,"no","no",0
"Engels_2006",4,0.1,0.000294730574575767,"Sociometric Likeability","Alcohol Use","Recent Use","Quantity of Use",14.4,57.5,1,0,0,0,"0",10,0,0,"no","no",0
"Franken_2017",1,0.2,0.00087431693989071,"Sociometric Popularity","Alcohol Use","Lifetime Use","Frequency of Use",12.7,50,1,0,0,0,"0",21,0,0,"no","no",0
"Franken_2017",2,-0.06,0.000907468123861566,"Sociometric Likeability","Alcohol Use","Lifetime Use","Frequency of Use",12.7,50,1,0,0,0,"0",21,0,0,"no","no",0
"Franken_2017",3,0.09,0.000903369763205829,"aaSociometric Friendship","Alcohol Use","Lifetime Use","Frequency of Use",12.7,50,1,0,0,0,"0",21,0,0,"no","no",0
"Franken_2017",4,0.17,0.000884426229508197,"Sociometric Popularity","Nicotine Use","Lifetime Use","Frequency of Use",12.7,50,1,0,0,0,"0",21,0,0,"no","no",0
"Franken_2017",5,-0.02,0.000910382513661202,"Sociometric Likeability","Nicotine Use","Lifetime Use","Frequency of Use",12.7,50,1,0,0,0,"0",21,0,0,"no","no",0
"Franken_2017",6,0.05,0.000908469945355191,"aaSociometric Friendship","Nicotine Use","Lifetime Use","Frequency of Use",12.7,50,1,0,0,0,"0",21,0,0,"no","no",0
