"Study","Effect","yi","vi","PCMeasure","Substance","Timeframe","SUMeasure","Age","Gender","Europe","AAO","AfricaME","LatinAmerica","Longitudinal","pubyear","Number","PC_outcome","Including_peer_use","Including_other_peer_connectedness","AddHealth"
"Balsa_2011",1,0.0263418626967071,0.00016025641025641,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",15.67,100,0,0,0,0,"0",15,32,0,"no","no",1
"Balsa_2011",2,0.0766969617008635,0.00016025641025641,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",15.67,0,0,0,0,0,"0",15,32,0,"no","no",1
"Balsa_2011",3,0.0219084740402489,0.00016025641025641,"aaSociometric Friendship","Binge Drinking or Drunkenness","Recent Use","Any Use",15.67,100,0,0,0,0,"0",15,32,0,"no","no",1
"Balsa_2011",4,0.0512033933092978,0.00016025641025641,"aaSociometric Friendship","Binge Drinking or Drunkenness","Recent Use","Any Use",15.67,0,0,0,0,0,"0",15,32,0,"no","no",1
"Brenner_2011",1,0.0642197330321395,0.0014367816091954,"Support from Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",17.8,48,0,0,0,0,"0",15,14,0,"yes","no",0
"Cheung_2010",1,-0.0110890007917308,0.000491883915395967,"aaSociometric Friendship",NA,"aNo Frequency Specified","Problem",10.8,52.5,0,1,0,0,"0",14,17,1,"yes","no",0
"Cheung_2010",2,0.0188505712667934,0.000491883915395967,"aaSociometric Friendship","Nicotine Use","Lifetime Use","aaNo Measure Specified",10.8,52.5,0,1,0,0,"0",14,17,1,"yes","no",0
"ChoukasBradley_2015",1,0.0590963174022928,0.00280898876404494,"Sociometric Likeability","Alcohol Use","aNo Frequency Specified","Any Use",15.08,46.4,0,0,0,0,"0",19,7,0,"no","yes",0
"ChoukasBradley_2015",2,0.0260769102590789,0.00280898876404494,"Sociometric Popularity","Alcohol Use","aNo Frequency Specified","Any Use",15.08,46.4,0,0,0,0,"0",19,7,0,"no","yes",0
"ChoukasBradley_2015",3,-0.00866923278723197,0.00280898876404494,"Sociometric Likeability","Alcohol Use","Recent Use","Problem",15.08,46.4,0,0,0,0,"0",19,7,0,"no","yes",0
"ChoukasBradley_2015",4,0.046808098878,0.00280898876404494,"Sociometric Popularity","Alcohol Use","Recent Use","Problem",15.08,46.4,0,0,0,0,"0",19,7,0,"no","yes",0
"Curlee_2019",1,0.169225164998853,0.00490196078431373,"Sociometric Popularity","Alcohol Use","Recent Use","Frequency of Use",11.565,52.4,0,0,0,0,"1",23,4,0,"no","yes",0
"Curlee_2019",2,0.149472797113611,0.00490196078431373,"Sociometric Popularity","Nicotine Use","Recent Use","Frequency of Use",11.565,52.4,0,0,0,0,"1",23,4,0,"no","yes",0
"Curlee_2019",3,0.154416613021506,0.00490196078431373,"Sociometric Popularity","Marijuana Use","Recent Use","Frequency of Use",11.565,52.4,0,0,0,0,"1",23,4,0,"no","yes",0
"Dijkstra_2010",1,0.0454036132511563,0.000302571860816944,"Sociometric Likeability","Compound Measure of Drug Use","aNo Frequency Specified","aaNo Measure Specified",13.6,50.6,1,0,0,0,"0",14,6,1,"no","no",0
"Dijkstra_2010",2,0.0591071929746645,0.000302571860816944,"Sociometric Likeability","Compound Measure of Drug Use","aNo Frequency Specified","aaNo Measure Specified",13.6,50.6,1,0,0,0,"0",14,6,1,"no","no",0
"Dumas_2019",2,0.0454246293643333,0.00102249488752556,"Support from Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",14.98,50,0,0,0,0,"1",23,7,0,"no","yes",0
"Engels_2006",1,0.0193552091529774,0.000298151460942159,"Sociometric Likeability","Nicotine Use","Recent Use","Quantity of Use",14.4,57.5,1,0,0,0,"0",10,6,0,"no","no",0
"Engels_2006",2,0.0585382835411369,0.000298151460942159,"Sociometric Likeability","Alcohol Use","Recent Use","Quantity of Use",14.4,57.5,1,0,0,0,"0",10,6,0,"no","no",0
"Ennett_2008",1,-0.0185146388529938,0.00015236934328813,"aaSociometric Friendship","Nicotine Use","aNo Frequency Specified","Problem",14.17,51,0,0,0,0,"0",12,15,0,"yes","yes",0
"Ennett_2008",4,-0.080148847381471,0.00015236934328813,"aaSociometric Friendship","Nicotine Use","aNo Frequency Specified","Problem",14.17,51,0,0,0,0,"0",12,15,0,"yes","yes",0
"Gallupe_2015",1,-0.0187609070711443,7.49850029994001e-05,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",14.75,50,0,0,0,0,"1",19,14,0,"yes","yes",1
"Gallupe_2015",2,0.0420474942301005,7.49850029994001e-05,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",14.75,50,0,0,0,0,"1",19,14,0,"yes","yes",1
"Gallupe_2015",3,0.00270605549185284,7.49850029994001e-05,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",14.75,50,0,0,0,0,"1",19,14,0,"yes","yes",1
"Gallupe_2015",4,-0.0282835634943488,7.49850029994001e-05,"aaSociometric Friendship","Alcohol Use","Recent Use","Frequency of Use",14.75,50,0,0,0,0,"1",19,14,0,"yes","yes",1
"Gommans_2017",1,0.102285225729362,0.00134228187919463,"Sociometric Popularity","Alcohol Use","Recent Use","Frequency of Use",14.73,48.4,1,0,0,0,"0",21,2,0,"no","no",0
"Huang_2014",1,0.0181694912937556,0.000646830530401035,"aSelf-Reported Number of Friends","Nicotine Use","Recent Use","Frequency of Use",15.1,49.6,0,0,0,0,"1",18,16,0,"yes","yes",0
"Huang_2014",2,0.0180386372398056,0.000646830530401035,"aSelf-Reported Number of Friends","Nicotine Use","Recent Use","Frequency of Use",15.1,49.6,0,0,0,0,"1",18,16,0,"yes","yes",0
"Huang_2014",3,-0.0918532238030803,0.000646830530401035,"aSelf-Reported Number of Friends","Nicotine Use","Recent Use","Frequency of Use",15.1,49.6,0,0,0,0,"1",18,16,0,"yes","yes",0
"Huang_2014",4,0.0453536771529516,0.000646830530401035,"aSelf-Reported Number of Friends","Alcohol Use","Recent Use","Frequency of Use",15.1,49.6,0,0,0,0,"1",18,16,0,"yes","yes",0
"Huang_2014",5,-0.0120952065785097,0.000646830530401035,"aSelf-Reported Number of Friends","Alcohol Use","Recent Use","Frequency of Use",15.1,49.6,0,0,0,0,"1",18,16,0,"yes","yes",0
"Huang_2014",6,-0.00376942269647529,0.000646830530401035,"aSelf-Reported Number of Friends","Alcohol Use","Recent Use","Frequency of Use",15.1,49.6,0,0,0,0,"1",18,16,0,"yes","yes",0
"Lakon_2012",1,0.0936716221681176,0.00118623962040332,"aaSociometric Friendship","Nicotine Use","Recent Use","Frequency of Use",15.553705049213,39,0,0,0,0,"0",16,7,0,"yes","yes",0
"Lakon_2012",2,0.06764441043242,0.00118623962040332,"aaSociometric Friendship","Nicotine Use","Recent Use","Frequency of Use",12.5724200690165,39,0,0,0,0,"0",16,7,0,"yes","yes",0
"Lakon_2012",3,0.0211001185644638,0.00118623962040332,"aaSociometric Friendship","Nicotine Use","Recent Use","Frequency of Use",17.1696420293301,39,0,0,0,0,"0",16,7,0,"yes","yes",0
"Lakon_2012",4,0.0135289254859179,0.00118623962040332,"aaSociometric Friendship","Nicotine Use","Recent Use","Frequency of Use",17.3469837256707,39,0,0,0,0,"0",16,7,0,"yes","yes",0
"LansfordB_2009",1,-0.0121144474304096,0.0031055900621118,"Sociometric Popularity","Alcohol Use","Lifetime Use","Any Use",12.23,44.3,0,0,0,0,"1",13,4,1,"no","yes",0
"LansfordB_2009",2,-0.0874607444550599,0.0031055900621118,"aaSociometric Friendship","Alcohol Use","Lifetime Use","Any Use",12.23,44.3,0,0,0,0,"1",13,4,1,"no","yes",0
"LansfordB_2009",3,-0.0397950822099691,0.0031055900621118,"Sociometric Popularity","Alcohol Use","Lifetime Use","Any Use",12.23,44.3,0,0,0,0,"1",13,4,1,"no","yes",0
"LansfordB_2009",4,0.113994981719752,0.0031055900621118,"Sociometric Likeability","Alcohol Use","Lifetime Use","Any Use",12.23,44.3,0,0,0,0,"1",13,4,1,"no","yes",0
"Lee_2015",4,0.0636881771710509,0.0013262599469496,"Time Spent with Friends","Marijuana Use","Recent Use","Frequency of Use",15,49,0,0,0,0,"1",19,11,0,"no","no",0
"Lee_2015",5,0.0273099941056288,0.0013262599469496,"Time Spent with Friends","Alcohol Use","Recent Use","Frequency of Use",15,49,0,0,0,0,"1",19,11,0,"no","no",0
"Lee_2015",6,0.0727714579431034,0.0013262599469496,"Time Spent with Friends","Nicotine Use","Recent Use","Frequency of Use",15,49,0,0,0,0,"1",19,11,0,"no","no",0
"luthar_1999",1,0.0149701286919188,0.00460829493087558,"Sociometric Likeability","Compound Measure of Drug Use","Recent Use","Frequency of Use",15.9739240827761,100,0,0,0,0,"0",3,3,0,"no","yes",0
"luthar_1999",2,-0.159376721700321,0.00380228136882129,"Sociometric Likeability","Compound Measure of Drug Use","Recent Use","Frequency of Use",16.340495733635,0,0,0,0,0,"0",3,3,0,"no","yes",0
"luthar_1999",3,0.176563645972503,0.00462962962962963,"Sociometric Likeability","Compound Measure of Drug Use","Recent Use","Frequency of Use",16.1069362609135,100,0,0,0,0,"0",3,4,0,"no","yes",0
"luthar_1999",4,0.163398293187614,0.00381679389312977,"Sociometric Likeability","Compound Measure of Drug Use","Recent Use","Frequency of Use",16.0497027242114,0,0,0,0,0,"0",3,4,0,"no","yes",0
"Malamut_2020",1,0.0768458895133107,0.00119617224880383,"Sociometric Popularity","Alcohol Use","Recent Use","Frequency of Use",13.36,48.7,1,0,0,0,"1",24,2,0,"no","no",0
"Malamut_2020",2,0.075188211066074,0.00119617224880383,"Sociometric Popularity","Alcohol Use","Recent Use","Frequency of Use",13.36,48.7,1,0,0,0,"1",24,2,1,"no","no",0
"Malamut_2020",3,0.127953188907795,0.00119617224880383,"Sociometric Popularity","Alcohol Use","Recent Use","Frequency of Use",13.36,48.7,1,0,0,0,"1",24,2,0,"no","no",0
"Mayeux_2003",1,0.0885781297536134,0.00185873605947955,"Sociometric Popularity","Marijuana Use","Recent Use","Frequency of Use",15.5638807690702,48,0,0,0,0,"0",7,5,0,"no","no",0
"Mayeux_2003",2,0.0912589243335445,0.00185873605947955,"Sociometric Popularity","Nicotine Use","Lifetime Use","Frequency of Use",15.3099095476791,48,0,0,0,0,"0",7,5,0,"no","no",0
"Mayeux_2003",3,0.106402224850377,0.00185873605947955,"Sociometric Popularity","Alcohol Use","Recent Use","Frequency of Use",15.1225303178653,48,0,0,0,0,"0",7,5,0,"no","no",0
"Mayeux_2003",4,-0.0912689055557972,0.00185873605947955,"Sociometric Likeability","Nicotine Use","Lifetime Use","Frequency of Use",14.1999156661332,48,0,0,0,0,"0",7,5,0,"no","no",0
"Mayeux_2003",5,-0.0951479430983999,0.00185873605947955,"Sociometric Likeability","Alcohol Use","Recent Use","Frequency of Use",15.3237885232083,48,0,0,0,0,"0",7,5,0,"no","no",0
"mayeux_2008",33,0.027495091130588,0.00259067357512953,"Sociometric Likeability","Nicotine Use","Recent Use","Frequency of Use",18.5883398829028,44,0,0,0,0,"1",12,2,0,"no","yes",0
"mayeux_2008",35,-0.0463117524857485,0.00259067357512953,"Sociometric Likeability","Alcohol Use","Recent Use","Frequency of Use",16.2351629973855,44,0,0,0,0,"1",12,2,0,"no","yes",0
"mayeux_2008",36,0.0332181793760355,0.00259067357512953,"Sociometric Likeability","Alcohol Use","Recent Use","Frequency of Use",16.1593562001362,44,0,0,0,0,"1",12,2,0,"no","yes",0
"Robalino_2018",1,0.013941526673878,0.000139938427092079,"aaSociometric Friendship","Nicotine Use","Lifetime Use","Any Use",16.7506376511883,NA,0,0,0,0,"0",22,22,1,"no","no",1
"Robalino_2018",2,-0.00448705842065015,0.000139938427092079,"aaSociometric Friendship","Nicotine Use","Recent Use","Frequency of Use",13.6874256401788,NA,0,0,0,0,"0",22,22,1,"no","no",1
"Seffrin_2009",1,0.149309952239013,0.000931966449207828,"Time Spent with Friends","Compound Measure of Drug Use","Recent Use","Frequency of Use",18.0636277802289,50.24,0,0,0,0,"0",13,16,0,"yes","no",0
"Wesche_2018",1,0.0962021251012761,0.00130548302872063,"Time Spent with Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",14.28,100,0,0,0,0,"0",22,13,0,"yes","yes",0
"Wesche_2018",2,-0.0361236117880939,0.00130548302872063,"aaSociometric Friendship","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",14.28,100,0,0,0,0,"0",22,13,0,"yes","yes",0
"Wesche_2018",3,0.03936479423112,0.00155038759689922,"Time Spent with Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",14.28,0,0,0,0,0,"0",22,13,0,"yes","yes",0
"Wesche_2018",4,0.03936479423112,0.00155038759689922,"aaSociometric Friendship","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",14.28,0,0,0,0,0,"0",22,13,0,"yes","yes",0
"Wills_2004",6,0.0866844770010956,0.000684931506849315,"Support from Friends","Compound Measure of Drug Use","Recent Use","Frequency of Use",11.3270204816945,53,0,0,0,0,"0",8,9,0,"no","no",0
"Wills_2004",7,0.0878009792842365,0.000684931506849315,"Support from Friends","Nicotine Use","Recent Use","Frequency of Use",11.330320970621,53,0,0,0,0,"0",8,9,0,"no","no",0
"Wills_2004",8,0.0598911089011609,0.000684931506849315,"Support from Friends","Alcohol Use","Recent Use","Frequency of Use",12.8653574469499,53,0,0,0,0,"0",8,9,0,"no","no",0
"Wills_2004",9,0.00995750491790409,0.000684931506849315,"Support from Friends","Marijuana Use","Recent Use","Frequency of Use",11.2336455853656,53,0,0,0,0,"0",8,9,0,"no","no",0
"Wills_2004",10,0.0745775497185539,0.000684931506849315,"Support from Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",12.829963314347,53,0,0,0,0,"0",8,9,0,"no","no",0
"Wills_2004",16,0.107697291820881,0.000769230769230769,"Support from Friends","Compound Measure of Drug Use","Recent Use","Frequency of Use",14.3948554652743,53,0,0,0,0,"0",8,9,0,"no","no",0
"Wills_2004",17,0.107697291820881,0.000769230769230769,"Support from Friends","Nicotine Use","Recent Use","Frequency of Use",14.2084061582573,53,0,0,0,0,"0",8,9,0,"no","no",0
"Wills_2004",18,0.107697291820881,0.000769230769230769,"Support from Friends","Alcohol Use","Recent Use","Frequency of Use",13.1234726887196,53,0,0,0,0,"0",8,9,0,"no","no",0
"Wills_2004",19,0.0987470984195418,0.000769230769230769,"Support from Friends","Marijuana Use","Recent Use","Frequency of Use",13.9990632855333,53,0,0,0,0,"0",8,9,0,"no","no",0
"Wills_2004",20,0.100202942828346,0.000769230769230769,"Support from Friends","Binge Drinking or Drunkenness","Recent Use","Frequency of Use",14.6025862046517,53,0,0,0,0,"0",8,9,0,"no","no",0
